Miasto,Miejscowość,Ulica,NR_DOMU
Warszawa,Śródmieście,ul. Hoża,70
Warszawa,Śródmieście,ul. Hoża,72
Warszawa,Śródmieście,ul. Hoża,74
Warszawa,Śródmieście,ul. Hoża,86
Warszawa,Śródmieście,ul. Hoża,88
Warszawa,Śródmieście,ul. Adama Idźkowskiego,3
Warszawa,Śródmieście,ul. Adama Idźkowskiego,4
Warszawa,Śródmieście,ul. Adama Idźkowskiego,05-VII
Warszawa,Śródmieście,ul. Inflancka,5
Warszawa,Śródmieście,ul. Inflancka,6
Warszawa,Śródmieście,ul. Inflancka,15
Warszawa,Śródmieście,ul. Inflancka,19
Warszawa,Śródmieście,ul. Stefana Jaracza,1
Warszawa,Śródmieście,ul. Stefana Jaracza,2
Warszawa,Śródmieście,ul. Stefana Jaracza,3
Warszawa,Śródmieście,ul. Stefana Jaracza,6
Warszawa,Śródmieście,ul. Stefana Jaracza,8
Warszawa,Śródmieście,ul. Stefana Jaracza,10
Warszawa,Śródmieście,ul. Jasna,6
Warszawa,Śródmieście,ul. Jasna,7
Warszawa,Śródmieście,ul. Jasna,8
Warszawa,Śródmieście,ul. Jasna,10
Warszawa,Śródmieście,ul. Jasna,14/16
Warszawa,Śródmieście,ul. Jasna,17
Warszawa,Śródmieście,ul. Jasna,19
Warszawa,Śródmieście,ul. Jasna,26
Warszawa,Śródmieście,ul. Jaworzyńska,3
Warszawa,Śródmieście,ul. Jaworzyńska,4
Warszawa,Śródmieście,ul. Jaworzyńska,5
Warszawa,Śródmieście,ul. Jaworzyńska,6
Warszawa,Śródmieście,ul. Jaworzyńska,7
Warszawa,Śródmieście,ul. Jaworzyńska,8
Warszawa,Śródmieście,ul. Jaworzyńska,9
Warszawa,Śródmieście,ul. Jaworzyńska,11
Warszawa,Śródmieście,ul. Jazdów,03-IV
Warszawa,Śródmieście,ul. Jazdów,03-V
Warszawa,Śródmieście,ul. Jazdów,03-VI
Warszawa,Śródmieście,ul. Jazdów,03-VIII
Warszawa,Śródmieście,ul. Jazdów,03-IX
Warszawa,Śródmieście,ul. Jazdów,03-XI
Warszawa,Śródmieście,ul. Jazdów,03-XII
Warszawa,Śródmieście,ul. Jazdów,III-13
Warszawa,Śródmieście,ul. Jazdów,III-17
Warszawa,Śródmieście,ul. Jazdów,III-18
Warszawa,Śródmieście,ul. Jazdów,III-19
Warszawa,Śródmieście,ul. Jazdów,III-20
Warszawa,Śródmieście,ul. Jazdów,III-24
Warszawa,Śródmieście,ul. Jazdów,III-25
Warszawa,Śródmieście,ul. Jazdów,5A/1
Warszawa,Śródmieście,ul. Jazdów,5A/3
Warszawa,Śródmieście,ul. Jazdów,5A/4
Warszawa,Śródmieście,ul. Jazdów,5A/7
Warszawa,Śródmieście,ul. Jazdów,5A/8
Warszawa,Śródmieście,ul. Jazdów,07-VIII
Warszawa,Śródmieście,ul. Jazdów,VII-14
Warszawa,Śródmieście,ul. Jazdów,VII-29
Warszawa,Śródmieście,ul. Jazdów,VII-30
Warszawa,Śródmieście,ul. Jazdów,08-I
Warszawa,Śródmieście,ul. Jazdów,08-II
Warszawa,Śródmieście,ul. Jazdów,10-I
Warszawa,Śródmieście,ul. Jazdów,10-II
Warszawa,Śródmieście,ul. Jazdów,10-III
Warszawa,Śródmieście,ul. Jazdów,10-IV
Warszawa,Śródmieście,ul. Jazdów,10-V
Warszawa,Śródmieście,ul. Jazdów,10-VI
Warszawa,Śródmieście,ul. Jazdów,10-VIII
Warszawa,Śródmieście,ul. Franciszka Salezego Jezierskiego,7
Warszawa,Śródmieście,ul. Jezuicka,2
Warszawa,Śródmieście,ul. Jezuicka,4
Warszawa,Śródmieście,ul. Jezuicka,06-VIII
Warszawa,Śródmieście,ul. Kanonia,6
Warszawa,Śródmieście,ul. Kanonia,6
Warszawa,Śródmieście,ul. Kanonia,8
Warszawa,Śródmieście,ul. Kanonia,2014-12-10
Warszawa,Śródmieście,ul. Kanonia,16/18
Warszawa,Śródmieście,ul. Kanonia,20/22
Warszawa,Śródmieście,ul. Kanonia,24/26
Warszawa,Śródmieście,ul. Kapitulna,02-VI
Warszawa,Śródmieście,ul. Kapucyńska,4
Warszawa,Śródmieście,ul. Karmelicka,1
Warszawa,Śródmieście,ul. Karmelicka,1A
Warszawa,Śródmieście,ul. Karmelicka,1B
Warszawa,Śródmieście,ul. Karmelicka,2
Warszawa,Śródmieście,ul. Karmelicka,2A
Warszawa,Śródmieście,ul. Karmelicka,2B
Warszawa,Śródmieście,ul. Karmelicka,3
Warszawa,Śródmieście,ul. Karmelicka,3A
Warszawa,Śródmieście,ul. Karmelicka,3C
Warszawa,Śródmieście,ul. Karmelicka,4A
Warszawa,Śródmieście,ul. Karmelicka,4B
Warszawa,Śródmieście,ul. Karmelicka,11
Warszawa,Śródmieście,ul. Karmelicka,12
Warszawa,Śródmieście,ul. Karmelicka,15
Warszawa,Śródmieście,ul. Karmelicka,16
Warszawa,Śródmieście,ul. Karmelicka,17A
Warszawa,Śródmieście,ul. Karmelicka,19
Warszawa,Śródmieście,ul. Karmelicka,21
Warszawa,Śródmieście,ul. Karmelicka,25
Warszawa,Śródmieście,ul. Karmelicka,26
Warszawa,Śródmieście,ul. Karmelicka,27
Warszawa,Śródmieście,ul. Karmelicka,30
Warszawa,Śródmieście,ul. Karowa,2
Warszawa,Śródmieście,ul. Karowa,14/16
Warszawa,Śródmieście,ul. Karowa,18A
Warszawa,Śródmieście,ul. Karowa,20
Warszawa,Śródmieście,ul. Karowa,31
Warszawa,Śródmieście,ul. Jana Kilińskiego,1
Warszawa,Śródmieście,ul. Jana Kilińskiego,1A
Warszawa,Śródmieście,ul. Jana Kilińskiego,3
Warszawa,Śródmieście,ul. Klonowa,8
Warszawa,Śródmieście,ul. Klonowa,12
Warszawa,Śródmieście,ul. Klonowa,14
Warszawa,Śródmieście,ul. Klonowa,20
Warszawa,Śródmieście,ul. Emiliana Konopczyńskiego,3
Warszawa,Śródmieście,ul. Emiliana Konopczyńskiego,4A
Warszawa,Śródmieście,ul. Emiliana Konopczyńskiego,05-VII
Warszawa,Śródmieście,ul. Marii Konopnickiej,3
Warszawa,Śródmieście,ul. Marii Konopnickiej,5
Warszawa,Śródmieście,ul. Marii Konopnickiej,6
Warszawa,Śródmieście,ul. Konwiktorska,05-VII
Warszawa,Śródmieście,ul. Mikołaja Kopernika,3
Warszawa,Śródmieście,ul. Mikołaja Kopernika,4
Warszawa,Śródmieście,ul. Mikołaja Kopernika,2009-07-05
Warszawa,Śródmieście,ul. Mikołaja Kopernika,6
Warszawa,Śródmieście,ul. Mikołaja Kopernika,VIII-18
Warszawa,Śródmieście,ul. Mikołaja Kopernika,11
Warszawa,Śródmieście,ul. Mikołaja Kopernika,13
Warszawa,Śródmieście,ul. Mikołaja Kopernika,15
Warszawa,Śródmieście,ul. Mikołaja Kopernika,23
Warszawa,Śródmieście,ul. Mikołaja Kopernika,25
Warszawa,Śródmieście,ul. Mikołaja Kopernika,28
Warszawa,Śródmieście,ul. Mikołaja Kopernika,32
Warszawa,Śródmieście,ul. Mikołaja Kopernika,34
Warszawa,Śródmieście,ul. Mikołaja Kopernika,43
Warszawa,Śródmieście,ul. Koszykowa,1
Warszawa,Śródmieście,ul. Koszykowa,3
Warszawa,Śródmieście,ul. Koszykowa,8
Warszawa,Śródmieście,ul. Koszykowa,10
Warszawa,Śródmieście,ul. Koszykowa,14
Warszawa,Śródmieście,ul. Koszykowa,20
Warszawa,Śródmieście,ul. Koszykowa,24
Warszawa,Śródmieście,ul. Koszykowa,30
Warszawa,Śródmieście,ul. Koszykowa,31
Warszawa,Śródmieście,ul. Koszykowa,31
Warszawa,Śródmieście,ul. Koszykowa,33
Warszawa,Śródmieście,ul. Koszykowa,33
Warszawa,Śródmieście,ul. Koszykowa,35
Warszawa,Śródmieście,ul. Koszykowa,49A
Warszawa,Śródmieście,ul. Koszykowa,51A
Warszawa,Śródmieście,ul. Koszykowa,53
Warszawa,Śródmieście,ul. Koszykowa,59
Warszawa,Śródmieście,ul. Koszykowa,60/62
Warszawa,Śródmieście,ul. Koszykowa,67
Warszawa,Śródmieście,ul. Koszykowa,69
Warszawa,Śródmieście,ul. Koszykowa,70
Warszawa,Śródmieście,ul. Koszykowa,75
Warszawa,Śródmieście,ul. Kościelna,6
Warszawa,Śródmieście,ul. Kościelna,7
Warszawa,Śródmieście,ul. Kościelna,8/8A
Warszawa,Śródmieście,ul. Kościelna,9
Warszawa,Śródmieście,ul. Kościelna,10
Warszawa,Śródmieście,ul. Kościelna,11
Warszawa,Śródmieście,ul. Kościelna,12
Warszawa,Śródmieście,ul. Kościelna,13
Warszawa,Śródmieście,ul. Kościelna,14/16
Warszawa,Śródmieście,ul. Kościelna,15
Warszawa,Śródmieście,ul. Kościelna,17
Warszawa,Śródmieście,ul. Kozia,1
Warszawa,Śródmieście,ul. Kozia,03-V
Warszawa,Śródmieście,ul. Kozia,4
Warszawa,Śródmieście,ul. Kozia,5A
Warszawa,Śródmieście,ul. Kozia,6
Warszawa,Śródmieście,ul. Kozia,9
Warszawa,Śródmieście,ul. Koźla,1
Warszawa,Śródmieście,ul. Koźla,02-IV
Warszawa,Śródmieście,ul. Koźla,3
Warszawa,Śródmieście,ul. Koźla,06-VIII
Warszawa,Śródmieście,ul. Koźla,16/18
Warszawa,Śródmieście,ul. Koźla,20/22
Warszawa,Śródmieście,ul. Koźla,24/26
Warszawa,Śródmieście,ul. Koźmińska,1B
Warszawa,Śródmieście,ul. Koźmińska,7
Warszawa,Śródmieście,ul. Koźmińska,9
Warszawa,Śródmieście,ul. Koźmińska,11
Warszawa,Śródmieście,ul. Koźmińska,12
Warszawa,Śródmieście,ul. Koźmińska,13
Warszawa,Śródmieście,ul. Koźmińska,15
Warszawa,Śródmieście,ul. Koźmińska,16
Warszawa,Śródmieście,ul. Koźmińska,17
Warszawa,Śródmieście,ul. Koźmińska,18
Warszawa,Śródmieście,ul. Koźmińska,18A
Warszawa,Śródmieście,ul. Koźmińska,20
Warszawa,Śródmieście,ul. Koźmińska,20A
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,3
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,04-VI
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,6
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,7
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,8
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,10
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,12
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,14
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,16/18
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,19
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,20/22
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,24
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,27
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,29
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,30
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,32
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,33
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,34
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,34
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,35
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,37
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,39
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,42/44
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,43
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,45
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,48/50
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,52/54
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,53
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,55
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,57
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,58/60
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,59
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,61
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,63
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,65
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,66
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,67
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,68
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,69
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,71
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,81
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,83
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,85
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,87/89
Warszawa,Śródmieście,ul. Krakowskie Przedmieście,87/89
Warszawa,Śródmieście,ul. Kredytowa,1A
Warszawa,Śródmieście,ul. Kredytowa,2
Warszawa,Śródmieście,ul. Kredytowa,3
Warszawa,Śródmieście,ul. Kredytowa,3A
Warszawa,Śródmieście,ul. Kredytowa,5
Warszawa,Śródmieście,ul. Kredytowa,6
Warszawa,Śródmieście,ul. Kredytowa,7
Warszawa,Śródmieście,ul. Kredytowa,8
Warszawa,Śródmieście,ul. Kredytowa,9
Warszawa,Śródmieście,ul. Kręta,1
Warszawa,Śródmieście,ul. Kręta,2
Warszawa,Śródmieście,ul. Kręta,3
Warszawa,Śródmieście,ul. Królewska,2
Warszawa,Śródmieście,ul. Królewska,11
Warszawa,Śródmieście,ul. Królewska,23
Warszawa,Śródmieście,ul. Królewska,43
Warszawa,Śródmieście,ul. Królewska,45
Warszawa,Śródmieście,ul. Królewska,47
Warszawa,Śródmieście,ul. Krucza,3
Warszawa,Śródmieście,ul. Krucza,05-XI
Warszawa,Śródmieście,ul. Krucza,6/14B
Warszawa,Śródmieście,ul. Krucza,13
Warszawa,Śródmieście,ul. Krucza,15
Warszawa,Śródmieście,ul. Krucza,16/22
Warszawa,Śródmieście,ul. Krucza,17
Warszawa,Śródmieście,ul. Krucza,19
Warszawa,Śródmieście,ul. Krucza,23/31
Warszawa,Śródmieście,ul. Krucza,28
Warszawa,Śródmieście,ul. Krucza,38/42
Warszawa,Śródmieście,ul. Krucza,41/43
Warszawa,Śródmieście,ul. Krucza,46
Warszawa,Śródmieście,ul. Krucza,47A
Warszawa,Śródmieście,ul. Krucza,51
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,6
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,6A
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,6B
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,6C
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,12A
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,14
Warszawa,Śródmieście,ul. Leona Kruczkowskiego,16
Warszawa,Śródmieście,ul. Krzywe Koło,01-III
Warszawa,Śródmieście,ul. Krzywe Koło,02-IV
Warszawa,Śródmieście,ul. Krzywe Koło,05-VII
Warszawa,Śródmieście,ul. Krzywe Koło,6/6A
Warszawa,Śródmieście,ul. Krzywe Koło,08-X
Warszawa,Śródmieście,ul. Krzywe Koło,12/14A
Warszawa,Śródmieście,ul. Krzywe Koło,14/16/18
Warszawa,Śródmieście,ul. Krzywe Koło,22/24
Warszawa,Śródmieście,ul. Krzywe Koło,26/28
Warszawa,Śródmieście,ul. Krzywe Koło,30
Warszawa,Śródmieście,ul. Krzywopoboczna,1
Warszawa,Śródmieście,ul. Książęca,17
Warszawa,Śródmieście,ul. Książęca,19
Warszawa,Śródmieście,ul. Książęca,21
Warszawa,Śródmieście,ul. Lądowa,01-III
Warszawa,Śródmieście,ul. Lądowa,6
Warszawa,Śródmieście,ul. Lekarska,2
Warszawa,Śródmieście,ul. Lekarska,3
Warszawa,Śródmieście,ul. Lekarska,4
Warszawa,Śródmieście,ul. Lekarska,5
Warszawa,Śródmieście,ul. Lekarska,6
Warszawa,Śródmieście,ul. Lekarska,8
Warszawa,Śródmieście,ul. Lekarska,9
Warszawa,Śródmieście,ul. Lekarska,10
Warszawa,Śródmieście,ul. Lekarska,11
Warszawa,Śródmieście,ul. Lekarska,12
Warszawa,Śródmieście,ul. Lekarska,13
Warszawa,Śródmieście,ul. Lekarska,14
Warszawa,Śródmieście,ul. Lekarska,15
Warszawa,Śródmieście,ul. Lekarska,16
Warszawa,Śródmieście,ul. Lekarska,17
Warszawa,Śródmieście,ul. Lekarska,19
Warszawa,Śródmieście,ul. Lekarska,21
Warszawa,Śródmieście,ul. Lekarska,23
Warszawa,Śródmieście,ul. Leszczyńska,1
Warszawa,Śródmieście,ul. Leszczyńska,4
Warszawa,Śródmieście,ul. Leszczyńska,6
Warszawa,Śródmieście,ul. Leszczyńska,8
Warszawa,Śródmieście,ul. Leszczyńska,10
Warszawa,Śródmieście,ul. Leszczyńska,12
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,2
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,4
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,5
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,9
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,10
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,12
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,17A
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,18
Warszawa,Śródmieście,ul. Józefa Lewartowskiego,22
Warszawa,Śródmieście,ul. Lipowa,1A
Warszawa,Śródmieście,ul. Lipowa,5
Warszawa,Śródmieście,ul. Lipowa,7
Warszawa,Śródmieście,ul. Lipowa,9
Warszawa,Śródmieście,ul. 29 Listopada,3
Warszawa,Śródmieście,ul. 29 Listopada,3B
Warszawa,Śródmieście,ul. 29 Listopada,3C
Warszawa,Śródmieście,ul. 29 Listopada,3D
Warszawa,Śródmieście,ul. 29 Listopada,5
Warszawa,Śródmieście,ul. 29 Listopada,10A
Warszawa,Śródmieście,ul. 29 Listopada,12
Warszawa,Śródmieście,ul. 29 Listopada,14
Warszawa,Śródmieście,ul. 29 Listopada,16
Warszawa,Śródmieście,ul. 29 Listopada,18
Warszawa,Śródmieście,ul. 29 Listopada,18A
Warszawa,Śródmieście,ul. Litewska,3
Warszawa,Śródmieście,ul. Litewska,5
Warszawa,Śródmieście,ul. Litewska,8
Warszawa,Śródmieście,ul. Litewska,10
Warszawa,Śródmieście,ul. Litewska,12
Warszawa,Śródmieście,ul. Ludna,1B
Warszawa,Śródmieście,ul. Ludna,3
Warszawa,Śródmieście,ul. Ludna,3A
Warszawa,Śródmieście,ul. Ludna,4
Warszawa,Śródmieście,ul. Ludna,5
Warszawa,Śródmieście,ul. Ludna,5A
Warszawa,Śródmieście,ul. Ludna,7
Warszawa,Śródmieście,ul. Ludna,9
Warszawa,Śródmieście,ul. Ludna,10
Warszawa,Śródmieście,ul. Ludna,11
Warszawa,Śródmieście,ul. Ludna,12
Warszawa,Śródmieście,ul. Lwowska,1
Warszawa,Śródmieście,ul. Lwowska,2
Warszawa,Śródmieście,ul. Lwowska,2A
Warszawa,Śródmieście,ul. Lwowska,3
Warszawa,Śródmieście,ul. Lwowska,4
Warszawa,Śródmieście,ul. Lwowska,5
Warszawa,Śródmieście,ul. Lwowska,6
Warszawa,Śródmieście,ul. Lwowska,7
Warszawa,Śródmieście,ul. Lwowska,8
Warszawa,Śródmieście,ul. Lwowska,9
Warszawa,Śródmieście,ul. Lwowska,10
Warszawa,Śródmieście,ul. Lwowska,11
Warszawa,Śródmieście,ul. Lwowska,13
Warszawa,Śródmieście,ul. Lwowska,15
Warszawa,Śródmieście,ul. Lwowska,17
Warszawa,Śródmieście,ul. Łazienkowska,14
Warszawa,Śródmieście,ul. Łazienkowska,14
Warszawa,Śródmieście,ul. Mariensztat,9
Warszawa,Śródmieście,ul. Mariensztat,11
Warszawa,Śródmieście,ul. Mariensztat,11A
Warszawa,Śródmieście,ul. Mariensztat,13
Warszawa,Śródmieście,ul. Mariensztat,15
Warszawa,Śródmieście,ul. Mariensztat,19
Warszawa,Śródmieście,ul. Mariensztat,19A
Warszawa,Śródmieście,ul. Mariensztat,21
Warszawa,Śródmieście,ul. Mariensztat,21A
Warszawa,Śródmieście,ul. Mariensztat,23
Warszawa,Śródmieście,ul. Mariensztat,25
Warszawa,Śródmieście,ul. Marszałkowska,1
Warszawa,Śródmieście,ul. Marszałkowska,2
Warszawa,Śródmieście,ul. Marszałkowska,4
Warszawa,Śródmieście,ul. Marszałkowska,6
Warszawa,Śródmieście,ul. Marszałkowska,7
Warszawa,Śródmieście,ul. Marszałkowska,8
Warszawa,Śródmieście,ul. Marszałkowska,IX-15
Warszawa,Śródmieście,ul. Marszałkowska,X-16
Warszawa,Śródmieście,ul. Marszałkowska,14
Warszawa,Śródmieście,ul. Marszałkowska,14A
Warszawa,Śródmieście,ul. Marszałkowska,15A
Warszawa,Śródmieście,ul. Marszałkowska,16A
Warszawa,Śródmieście,ul. Marszałkowska,17
Warszawa,Śródmieście,ul. Marszałkowska,18
Warszawa,Śródmieście,ul. Marszałkowska,19
Warszawa,Śródmieście,ul. Marszałkowska,20/22
Warszawa,Śródmieście,ul. Marszałkowska,21/25
Warszawa,Śródmieście,ul. Marszałkowska,24
Warszawa,Śródmieście,ul. Marszałkowska,24/26
Warszawa,Śródmieście,ul. Marszałkowska,27/35
Warszawa,Śródmieście,ul. Marszałkowska,28
Warszawa,Śródmieście,ul. Marszałkowska,28A
Warszawa,Śródmieście,ul. Marszałkowska,34/50
Warszawa,Śródmieście,ul. Marszałkowska,37
Warszawa,Śródmieście,ul. Marszałkowska,41
Warszawa,Śródmieście,ul. Marszałkowska,43
Warszawa,Śródmieście,ul. Marszałkowska,45/49
Warszawa,Śródmieście,ul. Marszałkowska,53
Warszawa,Śródmieście,ul. Marszałkowska,55/73
Warszawa,Śródmieście,ul. Marszałkowska,56
Warszawa,Śródmieście,ul. Marszałkowska,58
Warszawa,Śródmieście,ul. Marszałkowska,60
Warszawa,Śródmieście,ul. Marszałkowska,62
Warszawa,Śródmieście,ul. Marszałkowska,66
Warszawa,Śródmieście,ul. Marszałkowska,68/70
Warszawa,Śródmieście,ul. Marszałkowska,72
Warszawa,Śródmieście,ul. Marszałkowska,81
Warszawa,Śródmieście,ul. Marszałkowska,83
Warszawa,Śródmieście,ul. Marszałkowska,84/92
Warszawa,Śródmieście,ul. Marszałkowska,85
Warszawa,Śródmieście,ul. Marszałkowska,87
Warszawa,Śródmieście,ul. Marszałkowska,94/98
Warszawa,Śródmieście,ul. Marszałkowska,99A
Warszawa,Śródmieście,ul. Marszałkowska,111A
Warszawa,Śródmieście,ul. Marszałkowska,136
Warszawa,Śródmieście,ul. Marszałkowska,138
Warszawa,Śródmieście,ul. Marszałkowska,140
Warszawa,Śródmieście,ul. Piotra Maszyńskiego,3
Warszawa,Śródmieście,ul. Jana Matejki,4
Warszawa,Śródmieście,ul. Mazowiecka,02-IV
Warszawa,Śródmieście,ul. Mazowiecka,03-V
Warszawa,Śródmieście,ul. Mazowiecka,4
Warszawa,Śródmieście,ul. Mazowiecka,06-VIII
Warszawa,Śródmieście,ul. Mazowiecka,7
Warszawa,Śródmieście,ul. Mazowiecka,9
Warszawa,Śródmieście,ul. Mazowiecka,10
Warszawa,Śródmieście,ul. Mazowiecka,11
Warszawa,Śródmieście,ul. Mazowiecka,11
Warszawa,Śródmieście,ul. Mazowiecka,12
Warszawa,Śródmieście,ul. Mazowiecka,14
Warszawa,Śródmieście,ul. Miechowska,2
Warszawa,Śródmieście,ul. Miechowska,4
Warszawa,Śródmieście,ul. Międzyparkowa,5
Warszawa,Śródmieście,ul. Miła,1
Warszawa,Śródmieście,ul. Miła,5
Warszawa,Śródmieście,ul. Miła,6
Warszawa,Śródmieście,ul. Miła,7
Warszawa,Śródmieście,ul. Miła,8
Warszawa,Śródmieście,ul. Miła,9
Warszawa,Śródmieście,ul. Miła,13
Warszawa,Śródmieście,ul. Miła,15
Warszawa,Śródmieście,ul. Miła,17
Warszawa,Śródmieście,ul. Miła,19
Warszawa,Śródmieście,ul. Miodowa,1
Warszawa,Śródmieście,ul. Miodowa,3
Warszawa,Śródmieście,ul. Miodowa,12
Warszawa,Śródmieście,ul. Miodowa,16
Warszawa,Śródmieście,ul. Miodowa,17/19
Warszawa,Śródmieście,ul. Miodowa,20
Warszawa,Śródmieście,ul. Miodowa,21
Warszawa,Śródmieście,ul. Miodowa,21
Warszawa,Śródmieście,ul. Miodowa,21
Warszawa,Śródmieście,ul. Miodowa,23
Warszawa,Śródmieście,ul. Miodowa,24A
Warszawa,Śródmieście,ul. Miodowa,24A
Warszawa,Śródmieście,ul. Miodowa,26
Warszawa,Śródmieście,ul. Mokotowska,3
Warszawa,Śródmieście,ul. Mokotowska,5
Warszawa,Śródmieście,ul. Mokotowska,7
Warszawa,Śródmieście,ul. Mokotowska,8
Warszawa,Śródmieście,ul. Mokotowska,9
Warszawa,Śródmieście,ul. Mokotowska,12
Warszawa,Śródmieście,ul. Mokotowska,13
Warszawa,Śródmieście,ul. Mokotowska,13
Warszawa,Śródmieście,ul. Mokotowska,14
Warszawa,Śródmieście,ul. Mokotowska,15
Warszawa,Śródmieście,ul. Mokotowska,15A
Warszawa,Śródmieście,ul. Mokotowska,17
Warszawa,Śródmieście,ul. Mokotowska,21
Warszawa,Śródmieście,ul. Mokotowska,22
Warszawa,Śródmieście,ul. Mokotowska,23
Warszawa,Śródmieście,ul. Mokotowska,24
Warszawa,Śródmieście,ul. Mokotowska,26
Warszawa,Śródmieście,ul. Mokotowska,27
Warszawa,Śródmieście,ul. Mokotowska,29
Warszawa,Śródmieście,ul. Mokotowska,29A
Warszawa,Śródmieście,ul. Mokotowska,31
Warszawa,Śródmieście,ul. Mokotowska,39
Warszawa,Śródmieście,ul. Mokotowska,40
Warszawa,Śródmieście,ul. Mokotowska,41
Warszawa,Śródmieście,ul. Mokotowska,42/44
Warszawa,Śródmieście,ul. Mokotowska,45
Warszawa,Śródmieście,ul. Mokotowska,46
Warszawa,Śródmieście,ul. Mokotowska,46A
Warszawa,Śródmieście,ul. Mokotowska,50
Warszawa,Śródmieście,ul. Mokotowska,51/53
Warszawa,Śródmieście,ul. Mokotowska,52
Warszawa,Śródmieście,ul. Mokotowska,52A
Warszawa,Śródmieście,ul. Mokotowska,55
Warszawa,Śródmieście,ul. Mokotowska,57
Warszawa,Śródmieście,ul. Mokotowska,58
Warszawa,Śródmieście,ul. Mokotowska,59
Warszawa,Śródmieście,ul. Mokotowska,60
Warszawa,Śródmieście,ul. Mokotowska,61
Warszawa,Śródmieście,ul. Mokotowska,62
Warszawa,Śródmieście,ul. Mokotowska,63
Warszawa,Śródmieście,ul. Mokotowska,65
Warszawa,Śródmieście,ul. Mokotowska,67
Warszawa,Śródmieście,ul. Mokotowska,71
Warszawa,Śródmieście,ul. Mokotowska,73
Warszawa,Śródmieście,ul. Moliera,2
Warszawa,Śródmieście,ul. Moliera,8
Warszawa,Śródmieście,ul. Stanisława Moniuszki,10
Warszawa,Śródmieście,ul. Mostowa,2
Warszawa,Śródmieście,ul. Mostowa,4
Warszawa,Śródmieście,ul. Mostowa,6
Warszawa,Śródmieście,ul. Mostowa,8
Warszawa,Śródmieście,ul. Mostowa,9/9A
Warszawa,Śródmieście,ul. Mostowa,11
Warszawa,Śródmieście,ul. Mostowa,13/15/17
Warszawa,Śródmieście,ul. Mostowa,14
Warszawa,Śródmieście,ul. Mostowa,16/18
Warszawa,Śródmieście,ul. Mostowa,20/22
Warszawa,Śródmieście,ul. Mostowa,21
Warszawa,Śródmieście,ul. Mostowa,23/25
Warszawa,Śródmieście,ul. Mostowa,26/28
